keyword/phrase,score,POS
urban,5.4349012010940756e-05,PROPN
GHG,0.00042996812021666423,PROPN
mitigation,0.0007227387526308618,NOUN
WGIII,0.0007732227806291676,PROPN
energy,0.0008820197548147246,NOUN
IPCC,0.0009896196150475027,PROPN
climate,0.0011596842334611732,NOUN
infrastructure,0.001561795440866253,NOUN
carbon,0.001564017791070989,NOUN
land,0.001997561666349895,NOUN
global,0.0020696362406287185,ADJ
