keyword/phrase,score,POS
climate,4.052059630282211e-05,NOUN
finance,0.00011178405564789891,NOUN
financial,0.00021489289484234896,ADJ
energy,0.00022753289911389574,NOUN
risk,0.0002367017890468208,NOUN
investment,0.0002581688817008427,NOUN
Green,0.00033289186075462397,PROPN
doi,0.0003610652093564171,NOUN
global,0.00038901148015307174,ADJ
